age,job,marital,education,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,duration,y
58,admin.,married,secondary,unknown,may,1,-1,0,unknown,1.94,93.309,-44.0,4.677,5198.5,180,no
35,blue-collar,married,unknown,unknown,jun,1,-1,0,unknown,0.04,93.529,-36.1,4.61,5055.6,537,yes
37,management,single,tertiary,cellular,mar,1,152,2,success,0.5,93.979,-43.9,3.862,5202.2,313,yes
48,entrepreneur,married,tertiary,cellular,feb,4,-1,0,unknown,0.12,94.025,-36.4,2.376,5163.1,37,no
30,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,1.38,92.537,-41.6,3.194,5282.7,526,no
34,admin.,divorced,secondary,cellular,jul,1,-1,0,unknown,0.15,93.232,-41.4,2.796,5223.5,641,yes
52,technician,divorced,secondary,unknown,jun,3,-1,0,unknown,0.4,93.872,-44.1,2.925,5096.3,492,no
59,retired,divorced,tertiary,unknown,jun,2,-1,0,unknown,-0.53,92.93,-44.4,2.399,5185.4,517,no
57,retired,married,primary,unknown,jun,2,-1,0,unknown,0.38,94.205,-45.0,3.879,5115.3,259,no
26,services,single,tertiary,cellular,jun,1,181,10,failure,0.0,94.176,-38.4,3.854,5242.7,563,yes
38,technician,single,secondary,unknown,may,1,-1,0,unknown,1.16,92.683,-37.7,4.507,5075.2,185,no
32,technician,married,secondary,cellular,feb,8,174,9,other,2.28,93.727,-43.3,3.868,5264.7,12,no
80,housemaid,married,secondary,telephone,apr,2,393,4,failure,-0.74,92.75,-44.4,3.011,5195.4,224,no
35,blue-collar,single,unknown,cellular,jul,4,-1,0,unknown,-0.33,94.147,-37.6,3.245,5247.8,92,no
50,management,married,tertiary,unknown,may,1,-1,0,unknown,1.68,93.103,-42.6,2.79,5132.0,323,no
35,management,married,primary,cellular,nov,2,-1,0,unknown,1.25,93.722,-44.1,4.282,5219.8,518,no
32,management,married,tertiary,unknown,nov,1,-1,0,unknown,-1.97,93.258,-46.9,1.659,5224.2,76,no
35,unemployed,single,secondary,cellular,jul,3,-1,0,unknown,2.19,93.06,-37.9,3.674,5109.7,299,no
46,management,married,secondary,unknown,jun,1,-1,0,unknown,0.09,93.372,-39.3,3.167,5253.3,483,no
24,student,single,secondary,unknown,jun,1,-1,0,unknown,-0.23,94.449,-43.1,1.779,5201.1,283,no
41,entrepreneur,married,primary,unknown,jun,10,-1,0,unknown,-0.1,94.032,-32.3,5.444,5129.5,79,no
48,retired,single,primary,unknown,jun,16,-1,0,unknown,0.11,94.027,-42.3,3.31,5175.4,9,no
60,retired,married,primary,cellular,jan,1,-1,0,unknown,0.07,93.235,-37.5,4.683,5196.9,194,no
32,admin.,single,secondary,cellular,feb,1,-1,0,unknown,1.24,93.248,-40.3,1.621,5191.4,88,no
31,technician,single,tertiary,cellular,feb,1,-1,0,unknown,2.02,92.859,-38.7,4.381,5218.4,39,no
29,management,married,tertiary,unknown,may,1,-1,0,unknown,-0.39,92.42,-44.2,3.379,5154.5,58,no
53,management,divorced,secondary,telephone,dec,1,-1,0,unknown,-1.18,92.883,-37.3,1.646,5122.8,119,yes
37,blue-collar,married,primary,unknown,jun,1,-1,0,unknown,0.93,93.752,-42.9,3.44,5143.6,323,no
49,technician,married,secondary,cellular,aug,4,-1,0,unknown,0.37,94.131,-44.6,5.026,5177.7,90,no
43,self-employed,married,tertiary,cellular,aug,3,-1,0,unknown,-0.04,93.523,-43.8,2.526,5215.0,358,no
48,retired,single,primary,cellular,jul,1,-1,0,unknown,0.68,93.504,-45.2,2.17,5233.3,177,no
29,technician,married,tertiary,cellular,jan,2,-1,0,unknown,-0.69,93.26,-37.8,3.16,5146.6,103,no
28,services,single,secondary,cellular,feb,1,206,2,other,0.07,94.332,-45.8,5.441,5149.9,188,no
42,blue-collar,single,primary,unknown,may,1,-1,0,unknown,2.27,93.982,-39.0,4.435,5161.3,158,no
31,services,married,secondary,telephone,feb,1,274,2,failure,0.32,93.803,-44.2,2.982,5053.1,136,no
37,technician,divorced,secondary,cellular,jul,1,-1,0,unknown,0.98,93.669,-43.3,3.904,5223.2,46,no
27,services,single,secondary,cellular,jul,1,-1,0,unknown,0.84,93.045,-43.6,2.948,5150.3,1027,yes
55,admin.,married,secondary,cellular,apr,1,151,1,failure,-0.62,94.226,-32.3,4.226,5172.0,85,no
47,blue-collar,married,primary,cellular,nov,4,190,1,failure,-0.83,93.522,-44.9,2.554,5187.9,661,no
34,entrepreneur,married,tertiary,cellular,jul,10,-1,0,unknown,0.88,93.927,-40.0,4.057,5194.1,127,no
37,blue-collar,single,secondary,unknown,may,1,-1,0,unknown,1.13,94.286,-38.1,3.959,5245.9,74,no
36,technician,single,secondary,cellular,aug,13,-1,0,unknown,1.64,94.175,-40.4,3.247,5182.0,8,no
41,management,single,secondary,telephone,nov,4,-1,0,unknown,1.13,94.51,-45.0,3.46,5193.2,661,no
32,services,married,secondary,cellular,jan,1,-1,0,unknown,0.46,93.495,-42.9,3.273,5122.2,140,no
34,technician,married,secondary,unknown,may,2,-1,0,unknown,0.51,93.464,-35.5,3.91,5175.1,184,no
23,services,single,secondary,cellular,mar,1,92,2,other,1.18,93.013,-31.9,4.107,5092.3,236,yes
46,blue-collar,married,primary,cellular,aug,3,-1,0,unknown,0.3,94.113,-44.1,3.615,5208.5,136,no
41,management,single,tertiary,cellular,aug,1,-1,0,unknown,-0.35,94.096,-40.2,4.235,5153.4,149,no
39,housemaid,married,secondary,telephone,jul,1,-1,0,unknown,-1.4,93.618,-33.4,3.148,5103.8,120,no
69,retired,married,secondary,cellular,jul,3,-1,0,unknown,0.94,94.053,-38.9,3.461,5150.7,967,yes
45,technician,married,secondary,unknown,jun,1,-1,0,unknown,-1.71,95.051,-40.9,4.841,5226.0,442,no
37,management,married,secondary,cellular,aug,15,-1,0,unknown,0.46,94.398,-42.5,3.522,5102.4,246,no
59,retired,married,secondary,cellular,aug,6,-1,0,unknown,0.47,93.914,-39.1,3.27,5169.2,86,no
25,blue-collar,single,secondary,cellular,apr,4,187,6,success,0.94,94.533,-33.7,4.424,5243.7,295,yes
49,management,married,tertiary,cellular,aug,4,-1,0,unknown,-0.03,93.856,-45.5,4.511,5193.3,379,no
38,services,married,primary,cellular,jul,7,-1,0,unknown,0.7,93.505,-44.4,3.513,5103.9,169,no
58,retired,married,secondary,unknown,jun,1,-1,0,unknown,1.04,93.559,-45.8,5.141,5192.4,651,no
39,services,married,secondary,unknown,may,2,-1,0,unknown,1.46,93.922,-49.6,3.823,5191.6,212,no
40,technician,single,secondary,unknown,may,1,-1,0,unknown,0.51,94.414,-40.1,3.176,5213.5,73,no
42,services,married,secondary,cellular,mar,4,-1,0,unknown,0.68,93.791,-43.9,3.685,5209.1,712,yes
30,blue-collar,single,secondary,cellular,jul,2,-1,0,unknown,0.79,93.76,-39.7,2.813,5153.5,86,no
57,blue-collar,married,primary,cellular,aug,2,-1,0,unknown,0.6,92.894,-46.4,4.375,5249.2,1134,yes
31,technician,married,secondary,cellular,jul,3,-1,0,unknown,1.27,93.348,-41.9,3.665,5183.3,266,no
33,admin.,divorced,secondary,cellular,may,2,350,3,failure,-0.47,93.451,-41.6,2.362,5247.4,186,no
32,management,single,tertiary,cellular,aug,6,-1,0,unknown,0.34,94.12,-37.2,3.605,5151.3,203,no
52,services,married,secondary,telephone,nov,2,188,1,failure,-0.3,93.755,-36.3,2.695,5154.4,102,no
36,management,married,tertiary,cellular,feb,2,-1,0,unknown,0.31,94.439,-39.8,4.52,5086.9,280,no
39,admin.,divorced,tertiary,cellular,feb,1,-1,0,unknown,-0.32,93.663,-39.4,1.312,5172.2,327,no
36,unemployed,married,secondary,telephone,feb,6,-1,0,unknown,0.38,93.808,-38.8,3.727,5168.6,18,no
38,technician,married,tertiary,cellular,aug,1,-1,0,unknown,-2.04,94.182,-39.7,2.971,5204.5,220,no
38,blue-collar,married,secondary,unknown,jun,15,-1,0,unknown,0.91,93.711,-49.3,3.463,5201.3,270,no
37,management,divorced,tertiary,unknown,may,3,-1,0,unknown,1.35,93.286,-41.1,4.385,5128.6,564,no
38,technician,married,secondary,cellular,jul,8,-1,0,unknown,-0.07,93.822,-39.3,2.442,5179.9,376,no
34,blue-collar,married,primary,unknown,may,4,-1,0,unknown,1.27,94.132,-42.6,2.154,5264.8,713,no
45,admin.,married,secondary,cellular,may,2,352,2,failure,-0.52,93.613,-43.0,2.752,5265.8,262,no
35,management,divorced,tertiary,cellular,nov,1,-1,0,unknown,-0.08,93.678,-42.9,3.445,5249.0,1554,yes
46,admin.,married,secondary,unknown,may,3,-1,0,unknown,-1.02,92.878,-40.9,4.506,5223.7,646,yes
36,technician,single,secondary,cellular,may,1,370,1,failure,-0.59,93.206,-42.1,4.719,5175.2,134,no
41,management,married,secondary,cellular,jul,3,-1,0,unknown,-1.01,94.565,-39.8,3.06,5280.0,630,no
29,self-employed,married,tertiary,cellular,jul,4,-1,0,unknown,-1.05,93.983,-41.2,3.09,5159.7,73,no
54,management,single,tertiary,cellular,jun,1,-1,0,unknown,0.62,93.665,-51.6,3.546,5171.4,147,no
40,blue-collar,single,primary,cellular,jul,4,-1,0,unknown,-0.92,93.739,-37.6,3.733,5140.8,106,no
47,retired,married,secondary,unknown,jun,1,-1,0,unknown,3.79,93.387,-33.4,3.188,5060.2,529,no
36,technician,single,tertiary,cellular,aug,3,-1,0,unknown,0.61,93.955,-43.8,3.89,5106.3,459,no
40,blue-collar,married,secondary,unknown,may,1,-1,0,unknown,0.05,93.692,-38.1,3.41,5178.8,87,no
66,retired,single,tertiary,cellular,oct,2,-1,0,unknown,-0.52,94.266,-42.0,3.674,5130.5,79,no
53,admin.,married,tertiary,cellular,aug,1,-1,0,unknown,0.66,93.08,-37.2,1.186,5120.2,114,no
32,admin.,divorced,tertiary,cellular,may,3,168,1,failure,1.6,93.782,-39.0,3.73,5109.3,103,no
42,technician,single,secondary,cellular,jul,1,-1,0,unknown,-0.22,93.829,-44.3,3.667,5213.6,177,no
57,retired,married,primary,cellular,aug,2,-1,0,unknown,-0.02,93.392,-44.2,4.287,5193.5,118,no
26,services,married,secondary,unknown,jul,1,-1,0,unknown,0.26,94.107,-42.3,1.64,5185.5,149,no
56,housemaid,divorced,tertiary,unknown,jun,2,-1,0,unknown,0.08,93.661,-41.1,2.155,5178.7,57,no
65,management,married,tertiary,cellular,jan,1,196,1,other,-0.85,94.182,-38.8,4.95,5288.3,131,no
38,services,married,unknown,telephone,nov,2,-1,0,unknown,-0.92,93.596,-43.3,2.92,5143.1,55,no
54,technician,married,secondary,telephone,nov,1,94,8,failure,-0.62,93.843,-44.1,3.398,5210.6,986,no
35,technician,single,secondary,cellular,jan,3,270,40,other,-0.32,92.497,-44.1,2.413,5241.2,502,no
32,services,single,secondary,unknown,may,1,-1,0,unknown,1.62,93.85,-42.2,3.143,5114.0,315,no
39,management,married,tertiary,cellular,aug,6,-1,0,unknown,1.16,94.174,-43.8,4.099,5162.9,714,no
45,unemployed,single,primary,cellular,jul,2,-1,0,unknown,0.01,93.943,-38.6,3.14,5201.0,286,no
27,admin.,single,secondary,cellular,aug,1,442,2,failure,1.25,93.984,-45.3,5.235,5190.0,75,no
42,entrepreneur,married,tertiary,cellular,feb,1,-1,0,unknown,1.28,93.226,-32.7,3.518,5198.4,446,no
50,services,married,secondary,cellular,aug,2,-1,0,unknown,-0.16,93.724,-36.4,2.122,5188.3,203,no
49,technician,married,secondary,cellular,aug,3,410,2,success,-1.29,94.085,-46.0,5.535,5154.7,161,no
45,management,married,unknown,unknown,may,63,-1,0,unknown,2.6,92.755,-37.2,4.009,5286.4,124,no
38,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,-1.21,93.639,-47.3,3.31,5034.9,130,no
58,blue-collar,married,primary,cellular,aug,10,-1,0,unknown,0.67,93.844,-42.5,5.055,5132.0,171,no
33,blue-collar,single,secondary,unknown,jun,25,-1,0,unknown,3.31,94.048,-43.7,3.797,5224.7,27,no
34,management,married,secondary,unknown,may,2,-1,0,unknown,2.47,93.424,-45.6,3.249,5192.6,305,no
24,admin.,single,secondary,cellular,jul,1,-1,0,unknown,-0.27,94.494,-36.6,3.266,5229.2,338,no
38,services,married,secondary,unknown,may,2,-1,0,unknown,-0.5,93.916,-41.6,3.91,5107.3,408,no
35,blue-collar,married,secondary,cellular,nov,1,-1,0,unknown,-1.09,93.362,-39.2,3.622,5206.7,113,no
29,admin.,married,secondary,cellular,jul,4,-1,0,unknown,-1.69,93.487,-47.1,6.098,5291.3,384,no
59,management,married,tertiary,cellular,jul,6,-1,0,unknown,0.67,93.46,-39.2,3.942,5227.0,70,no
51,blue-collar,married,primary,unknown,may,1,-1,0,unknown,0.67,93.52,-45.1,3.737,5202.0,47,no
59,retired,married,secondary,cellular,apr,2,-1,0,unknown,0.32,93.93,-43.7,1.965,5172.9,645,no
48,blue-collar,married,secondary,cellular,aug,2,-1,0,unknown,-0.21,92.466,-37.3,4.255,5184.8,127,no
31,management,single,tertiary,cellular,aug,6,-1,0,unknown,2.61,94.949,-39.3,3.392,5132.7,120,no
55,admin.,married,secondary,cellular,jul,1,82,2,failure,-0.55,93.293,-40.2,3.099,5181.0,105,no
54,management,married,tertiary,cellular,aug,9,-1,0,unknown,0.88,93.545,-40.6,2.856,5231.8,240,no
30,technician,single,secondary,unknown,may,1,-1,0,unknown,-1.44,93.609,-43.1,2.198,5099.3,108,no
37,admin.,single,secondary,cellular,may,2,289,5,failure,-0.04,93.558,-40.1,3.862,5189.1,28,no
41,blue-collar,married,primary,cellular,may,1,-1,0,unknown,0.28,93.783,-36.9,3.079,5136.2,102,no
53,housemaid,married,primary,unknown,jun,3,-1,0,unknown,0.53,94.114,-42.2,3.128,5189.9,155,no
58,admin.,married,secondary,telephone,nov,3,-1,0,unknown,-0.36,93.194,-43.3,2.844,5103.2,214,no
61,retired,divorced,secondary,cellular,may,3,-1,0,unknown,0.57,94.197,-45.4,3.576,5254.1,272,no
52,blue-collar,single,unknown,cellular,feb,2,-1,0,unknown,-0.72,93.678,-43.4,3.815,5219.4,168,no
58,technician,married,unknown,cellular,feb,4,274,2,failure,0.68,93.672,-39.0,3.935,5224.4,109,no
75,retired,divorced,secondary,telephone,oct,1,431,2,failure,-0.52,94.463,-36.7,4.786,5129.2,250,no
77,retired,married,primary,telephone,sep,1,208,2,other,-1.05,93.398,-40.9,4.187,5191.4,663,no
49,services,divorced,secondary,unknown,may,1,-1,0,unknown,1.44,93.844,-47.6,3.586,5237.3,150,no
35,blue-collar,married,primary,unknown,may,3,-1,0,unknown,1.35,94.181,-39.0,3.983,5247.9,282,no
43,management,married,tertiary,cellular,aug,8,-1,0,unknown,0.73,93.113,-35.4,3.918,5149.4,63,no
31,technician,single,secondary,cellular,aug,3,-1,0,unknown,0.2,93.797,-48.4,2.442,5106.4,709,no
25,management,single,unknown,unknown,may,2,-1,0,unknown,0.85,93.336,-35.1,3.119,5121.6,65,no
69,housemaid,married,primary,cellular,aug,2,118,2,failure,2.82,94.067,-35.8,3.493,5191.0,197,no
29,student,single,secondary,cellular,jul,1,-1,0,unknown,0.11,94.229,-39.1,4.976,5103.0,180,no
46,blue-collar,married,primary,cellular,jul,1,-1,0,unknown,0.18,94.237,-34.4,3.745,5097.1,407,no
35,management,married,secondary,cellular,jul,2,415,1,failure,-0.66,94.326,-43.2,3.65,5087.6,287,yes
41,management,married,tertiary,unknown,may,1,-1,0,unknown,0.64,93.755,-35.7,3.367,5213.5,161,no
35,blue-collar,married,secondary,cellular,apr,2,-1,0,unknown,-1.23,93.271,-29.5,4.018,5205.8,738,no
40,technician,single,primary,unknown,may,1,-1,0,unknown,-0.74,94.519,-46.3,2.98,5152.8,146,no
39,admin.,married,unknown,unknown,jun,5,-1,0,unknown,0.25,93.681,-34.5,4.365,5103.7,17,no
72,retired,married,secondary,telephone,apr,3,-1,0,unknown,0.59,93.657,-35.6,3.028,5209.4,122,no
41,technician,married,secondary,unknown,may,1,-1,0,unknown,0.51,93.743,-41.6,3.57,5141.9,204,no
30,technician,divorced,tertiary,unknown,may,2,-1,0,unknown,-0.15,93.801,-42.1,2.001,5195.4,381,no
30,blue-collar,single,secondary,cellular,jul,2,-1,0,unknown,0.74,93.489,-38.0,3.457,5188.1,768,no
32,services,single,secondary,unknown,jun,5,-1,0,unknown,0.96,93.344,-35.7,4.36,5142.8,85,no
33,technician,single,secondary,cellular,aug,12,-1,0,unknown,-0.2,93.383,-45.9,3.006,5165.1,196,no
27,services,single,secondary,cellular,feb,3,-1,0,unknown,0.58,93.84,-39.5,4.121,5263.2,416,yes
49,technician,divorced,secondary,unknown,jun,1,-1,0,unknown,0.32,92.993,-41.6,1.361,5167.2,68,no
51,management,single,tertiary,cellular,nov,3,-1,0,unknown,0.14,93.236,-46.9,4.175,5153.7,168,no
60,blue-collar,married,primary,unknown,may,2,-1,0,unknown,0.33,92.955,-41.5,4.142,5089.2,43,no
34,admin.,single,secondary,cellular,nov,1,174,2,failure,0.19,93.082,-41.7,2.678,5155.1,214,no
56,retired,divorced,secondary,telephone,jul,1,-1,0,unknown,0.19,93.607,-30.7,0.994,5106.7,27,no
33,unemployed,married,tertiary,cellular,jun,1,301,6,failure,0.34,93.175,-45.7,2.594,5112.9,92,no
27,services,single,secondary,cellular,may,1,309,9,failure,0.53,93.261,-42.5,3.434,5251.3,276,no
43,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,0.36,93.015,-44.9,3.928,5190.1,160,no
55,management,married,tertiary,cellular,nov,4,-1,0,unknown,0.56,94.024,-38.9,3.009,5216.6,277,no
28,technician,single,tertiary,unknown,may,3,-1,0,unknown,-1.69,93.464,-37.0,3.186,5277.1,167,no
48,blue-collar,married,secondary,unknown,may,1,-1,0,unknown,0.35,93.423,-46.1,3.592,5215.4,144,no
32,management,married,tertiary,cellular,jul,3,-1,0,unknown,0.49,94.184,-37.1,2.782,5139.0,738,no
40,management,married,primary,unknown,jun,7,-1,0,unknown,0.31,93.707,-41.6,4.212,5103.3,94,no
29,management,single,tertiary,cellular,mar,2,-1,0,unknown,-0.83,93.788,-42.0,3.408,5246.7,265,no
31,self-employed,married,tertiary,cellular,jan,1,-1,0,unknown,2.83,93.399,-42.9,2.867,5186.3,184,no
23,student,single,secondary,cellular,may,2,184,9,failure,-1.04,94.06,-42.2,3.725,5099.3,538,yes
55,retired,married,secondary,cellular,aug,2,-1,0,unknown,-0.42,94.314,-50.9,2.743,5162.6,417,no
31,blue-collar,married,secondary,unknown,jun,1,-1,0,unknown,-0.19,94.754,-33.3,1.224,5246.4,527,no
41,blue-collar,married,secondary,unknown,may,8,-1,0,unknown,0.15,93.177,-47.9,3.462,5152.1,75,no
37,admin.,married,secondary,unknown,may,2,-1,0,unknown,-0.34,93.802,-49.9,3.569,5160.4,279,no
45,blue-collar,married,unknown,unknown,jun,1,-1,0,unknown,1.93,92.409,-31.0,5.087,5181.1,420,no
34,unemployed,single,tertiary,unknown,may,3,-1,0,unknown,0.65,93.676,-47.1,2.847,5229.2,101,no
38,technician,married,secondary,cellular,aug,10,-1,0,unknown,-0.07,93.974,-34.1,3.088,5230.9,176,no
25,blue-collar,single,unknown,cellular,apr,1,317,12,failure,-1.89,93.885,-40.1,4.405,5178.4,493,no
42,technician,divorced,tertiary,cellular,jun,1,389,3,failure,0.85,93.716,-45.4,3.194,5171.4,300,yes
38,management,divorced,tertiary,cellular,may,4,-1,0,unknown,0.32,93.634,-42.6,0.895,5192.5,922,yes
54,retired,married,primary,cellular,jul,2,-1,0,unknown,-0.41,93.648,-49.1,3.018,5184.5,159,no
45,entrepreneur,married,secondary,cellular,nov,2,126,2,failure,1.33,93.942,-37.4,3.617,5232.1,652,yes
37,management,married,primary,telephone,jan,1,-1,0,unknown,-1.18,94.435,-43.1,3.768,5139.9,46,no
39,management,married,secondary,unknown,jun,5,-1,0,unknown,0.13,93.082,-39.0,3.773,5181.1,303,no
52,technician,married,unknown,cellular,aug,1,-1,0,unknown,-1.2,92.892,-40.5,0.743,5012.2,88,no
32,management,single,tertiary,unknown,may,7,-1,0,unknown,-0.5,94.07,-42.5,1.716,5204.7,151,no
38,technician,divorced,secondary,cellular,apr,1,-1,0,unknown,-1.18,93.429,-41.0,4.105,5156.8,867,no
43,services,divorced,secondary,unknown,may,1,-1,0,unknown,0.46,94.952,-35.9,2.133,5127.6,132,no
48,blue-collar,married,primary,unknown,jun,6,-1,0,unknown,1.69,93.264,-36.4,3.447,5246.2,257,no
61,management,married,secondary,cellular,aug,2,-1,0,unknown,0.51,92.628,-42.2,3.14,5113.7,331,no
25,technician,single,secondary,cellular,aug,1,-1,0,unknown,1.94,94.138,-48.2,3.175,5247.9,121,no
55,retired,married,secondary,telephone,may,2,360,6,other,0.88,94.158,-36.8,4.834,5203.4,79,no
28,housemaid,single,tertiary,cellular,feb,2,-1,0,unknown,0.4,92.996,-37.2,3.508,5191.0,135,no
49,blue-collar,married,secondary,telephone,feb,6,-1,0,unknown,0.53,93.161,-41.7,5.391,5093.1,260,no
31,technician,married,secondary,unknown,may,1,-1,0,unknown,-0.49,93.602,-42.4,3.625,5139.8,247,no
32,technician,married,secondary,cellular,aug,10,-1,0,unknown,3.32,94.223,-48.1,4.294,5129.8,56,no
31,services,single,secondary,unknown,may,1,-1,0,unknown,-0.13,94.689,-39.4,3.328,5181.9,157,no
34,admin.,single,secondary,cellular,dec,3,200,6,success,-0.41,93.786,-43.4,2.187,5228.8,94,no
60,retired,divorced,secondary,cellular,may,2,-1,0,unknown,0.87,93.511,-45.2,2.853,5127.9,655,yes
31,blue-collar,married,secondary,cellular,may,2,267,1,failure,-1.07,94.178,-45.2,4.52,5146.4,228,yes
26,blue-collar,single,secondary,cellular,jan,2,258,2,failure,-0.51,94.463,-36.2,4.006,5176.9,148,no
57,services,divorced,secondary,cellular,jul,2,-1,0,unknown,1.68,93.991,-40.4,4.404,5190.1,445,no
37,entrepreneur,married,tertiary,unknown,jun,7,-1,0,unknown,0.74,93.678,-42.0,4.163,5160.4,42,no
46,management,married,tertiary,unknown,jun,1,-1,0,unknown,-1.3,93.551,-43.9,3.911,5126.1,127,no
42,technician,married,secondary,cellular,nov,3,93,6,success,-0.89,93.389,-47.9,3.019,5147.3,227,yes
56,services,divorced,tertiary,unknown,may,5,-1,0,unknown,1.83,93.793,-43.9,4.874,5135.7,263,no
50,services,married,secondary,cellular,jul,4,-1,0,unknown,-1.14,93.403,-44.5,2.019,5221.4,59,no
27,technician,married,secondary,unknown,feb,1,-1,0,unknown,-0.48,94.053,-42.1,4.978,5058.7,889,no
60,management,married,primary,cellular,jan,2,-1,0,unknown,2.1,94.284,-32.3,4.559,5147.2,374,no
52,management,married,tertiary,telephone,feb,1,-1,0,unknown,0.44,93.449,-34.2,2.895,5102.1,48,no
34,services,single,secondary,cellular,jul,5,-1,0,unknown,0.02,93.622,-46.9,3.78,5192.7,56,no
31,management,single,tertiary,cellular,jan,3,256,51,failure,1.92,93.513,-47.6,3.932,5090.9,68,no
33,technician,married,secondary,cellular,aug,3,-1,0,unknown,0.21,93.491,-35.3,3.046,5207.6,419,no
41,technician,married,secondary,cellular,nov,2,-1,0,unknown,2.98,93.314,-39.1,2.907,5206.8,401,no
69,retired,divorced,secondary,cellular,oct,4,96,2,success,1.56,93.729,-36.1,4.773,5167.1,138,no
51,technician,married,secondary,cellular,jul,6,-1,0,unknown,1.52,94.371,-41.0,3.523,5174.5,179,no
39,admin.,married,secondary,cellular,jul,11,-1,0,unknown,2.62,93.454,-46.6,4.977,5169.8,13,no
26,management,married,tertiary,cellular,jul,1,-1,0,unknown,-0.95,93.612,-41.6,3.204,5244.9,522,no
42,self-employed,married,tertiary,unknown,jun,1,-1,0,unknown,1.49,93.476,-39.2,4.134,5140.5,322,no
53,services,married,tertiary,cellular,aug,2,-1,0,unknown,0.92,93.691,-33.7,3.233,5165.8,133,no
43,blue-collar,married,primary,unknown,may,8,-1,0,unknown,1.09,94.186,-42.5,2.585,5102.8,90,no
36,technician,married,tertiary,cellular,may,2,21,3,failure,2.09,94.101,-41.7,2.406,5269.4,117,yes
30,admin.,divorced,secondary,cellular,jul,2,-1,0,unknown,1.05,94.303,-33.3,3.616,5205.0,658,yes
32,services,married,secondary,unknown,may,1,-1,0,unknown,1.05,93.686,-35.8,4.201,5120.4,144,no
29,technician,married,secondary,cellular,apr,1,-1,0,unknown,-0.9,92.85,-40.4,2.337,5123.2,88,no
30,management,divorced,tertiary,cellular,may,1,-1,0,unknown,0.85,93.482,-39.8,3.701,5213.6,686,no
33,management,married,tertiary,cellular,aug,4,-1,0,unknown,2.03,93.696,-40.2,3.147,5230.0,181,no
47,self-employed,married,tertiary,cellular,jul,14,-1,0,unknown,-2.15,93.318,-46.1,2.276,5148.4,408,no
33,unemployed,married,tertiary,cellular,apr,1,-1,0,unknown,0.71,94.229,-43.1,2.474,5108.1,670,no
32,unemployed,single,tertiary,unknown,may,1,-1,0,unknown,1.33,93.86,-44.7,1.008,5162.5,139,no
25,blue-collar,single,secondary,cellular,jul,4,-1,0,unknown,0.93,93.866,-38.8,2.229,5081.2,172,no
32,services,single,secondary,cellular,nov,1,-1,0,unknown,0.86,94.662,-41.4,2.304,5191.2,150,no
30,technician,single,secondary,cellular,may,1,303,1,failure,2.13,92.822,-36.9,3.377,5155.9,362,no
49,technician,divorced,secondary,unknown,jun,1,-1,0,unknown,0.7,93.951,-44.2,3.635,5143.4,253,no
58,entrepreneur,married,primary,unknown,jun,2,-1,0,unknown,-0.47,93.926,-40.1,2.822,5079.4,172,no
44,blue-collar,married,primary,unknown,feb,1,-1,0,unknown,-0.55,94.176,-37.7,3.674,5217.0,66,no
31,management,married,tertiary,cellular,feb,2,238,7,other,-0.58,93.916,-42.1,2.752,5055.4,572,yes
31,management,divorced,tertiary,cellular,mar,2,106,1,failure,1.04,93.984,-31.0,4.583,5144.7,112,yes
27,blue-collar,married,primary,cellular,jul,1,-1,0,unknown,-1.32,92.897,-43.6,4.078,5116.7,41,no
46,technician,married,tertiary,unknown,may,3,-1,0,unknown,-0.59,93.668,-41.9,4.325,5139.2,243,no
32,admin.,single,secondary,unknown,may,12,-1,0,unknown,-0.44,94.217,-42.2,2.47,5127.3,255,no
39,management,married,secondary,cellular,aug,3,-1,0,unknown,-0.05,92.658,-37.1,5.077,5219.6,63,no
34,management,single,tertiary,cellular,aug,22,-1,0,unknown,3.25,93.804,-45.5,3.697,5195.8,108,no
33,technician,married,secondary,unknown,may,3,-1,0,unknown,0.96,92.825,-50.3,2.6,5094.4,42,no
47,technician,single,secondary,cellular,jul,3,-1,0,unknown,-0.77,93.985,-42.6,4.754,5189.7,973,yes
27,student,single,secondary,unknown,may,2,-1,0,unknown,1.06,94.033,-40.1,1.773,5142.5,93,no
47,admin.,single,secondary,telephone,may,3,334,3,other,3.69,93.782,-36.5,2.465,5087.5,58,no
42,housemaid,married,primary,cellular,feb,1,198,1,failure,0.52,93.801,-36.9,3.798,5197.7,97,no
33,management,married,tertiary,unknown,may,2,-1,0,unknown,-0.34,93.613,-43.1,3.611,5105.6,418,no
52,blue-collar,married,secondary,unknown,may,7,-1,0,unknown,-2.0,92.33,-36.6,2.879,5240.4,40,no
48,management,married,tertiary,unknown,jun,5,-1,0,unknown,0.56,93.956,-34.5,3.157,5138.4,300,no
35,technician,divorced,secondary,cellular,may,1,-1,0,unknown,0.47,93.915,-42.6,4.71,5203.5,954,yes
50,management,married,tertiary,cellular,sep,1,92,4,success,0.89,92.28,-43.9,3.234,5213.4,188,no
55,blue-collar,married,primary,cellular,jul,1,-1,0,unknown,0.55,93.884,-38.4,3.316,5163.1,115,no
35,unemployed,single,secondary,cellular,jul,3,-1,0,unknown,-0.2,93.434,-42.2,3.742,5227.8,740,no
